user,mac,staylength
30693,45277,3
30699,33526,3
30702,24284,3
30716,36153,3
30737,35413,3
30839,24185,3
30959,14179,3
31010,47037,3
31041,943,3
31041,12644,3
31078,16328,3
31090,36616,3
31139,31401,3
31152,45119,3
31182,17992,3
31331,24954,3
31359,5550,3
31550,16671,3
31753,12,3
31778,1163,3
31802,24610,3
31881,21660,3
31893,15434,3
31932,14080,3
32028,26258,3
32039,40818,3
32114,62298,3
32169,35510,3
32214,17291,3
32250,51784,3
32264,62966,3
32343,21008,3
32352,29103,3
32369,23694,3
32412,54568,3
32420,42527,3
32539,9632,3
32539,44397,3
32600,23819,3
32622,50789,3
32702,28719,3
32790,37131,3
32881,54691,3
33204,27749,3
33226,35211,3
33336,49049,3
33338,10362,3
33413,8568,3
33414,56657,3
33491,54658,3
33549,24224,3
33667,27217,3
33678,12740,3
33708,50167,3
33773,10352,3
33816,51806,3
33851,5597,3
33865,34931,3
33902,60311,3
34126,47901,3
34140,8547,3
34190,50217,3
34198,51478,3
34205,60400,3
34248,744,3
34252,40480,3
34288,48075,3
34292,50616,3
34334,22687,3
34357,572,3
34366,6200,3
34533,62902,3
34592,41050,3
34599,29741,3
34614,9330,3
34614,36038,3
34689,14241,3
34712,33553,3
34724,23584,3
34813,30405,3
34844,38742,3
34958,28371,3
34962,24552,3
35014,10425,3
35097,23861,3
35188,41175,3
35222,13128,3
35226,41836,3
35394,43969,3
35416,11158,3
35447,19645,3
35450,43588,3
35494,46416,3
35578,27994,3
35623,42241,3
35683,35048,3
35802,21790,3
35809,7907,3
35809,45471,3
35840,39610,3
35847,43777,3
35849,21963,3
35849,25644,3
35938,780,3
35998,40570,3
36012,27049,3
36083,16690,3
36175,19704,3
36219,47644,3
36236,28173,3
36330,3091,3
36435,32318,3
36448,24208,3
36547,28989,3
36602,9636,3
36696,41425,3
36897,45967,3
36988,17633,3
37041,53958,3
37059,60797,3
37065,14656,3
8,37486,2
30,60201,2
76,43768,2
97,21745,2
123,48715,2
191,60511,2
204,25803,2
249,40163,2
257,57594,2
281,32763,2
373,41423,2
462,3658,2
478,42011,2
479,51156,2
483,21641,2
505,2756,2
505,55381,2
553,48694,2
561,51332,2
568,17670,2
583,58295,2
594,12535,2
625,53623,2
751,9322,2
848,33609,2
854,51232,2
865,3810,2
931,50194,2
1002,41518,2
1007,5850,2
1016,48700,2
1017,13591,2
1021,13869,2
1062,45579,2
1083,16013,2
1098,12786,2
1208,40499,2
1225,56093,2
1279,4618,2
1311,50787,2
1331,59035,2
1389,15102,2
1420,14327,2
1446,34139,2
1459,36719,2
1467,38788,2
1485,970,2
1514,45054,2
1525,17248,2
1566,45539,2
1573,54527,2
1612,39193,2
1679,48525,2
1700,3619,2
1756,60468,2
1763,1860,2
1807,43938,2
1857,36257,2
1859,18279,2
1904,58029,2
1909,30099,2
1928,3923,2
1973,16632,2
2009,8021,2
2038,2505,2
2049,42913,2
2071,53565,2
2072,23987,2
2122,62573,2
2135,58385,2
2144,60796,2
2148,62877,2
2153,13930,2
2156,43025,2
2174,35169,2
2185,23345,2
2218,60515,2
2221,50730,2
2234,47733,2
2302,40758,2
2326,33466,2
2361,14695,2
2414,26639,2
2434,52670,2
2466,2501,2
2478,19938,2
2495,41369,2
2496,29187,2
2518,58646,2
2525,53398,2
2564,2368,2
2570,43279,2
2587,9491,2
2587,17603,2
2604,56591,2
2625,60180,2
2654,19803,2
2691,38193,2
2711,8915,2
2715,57475,2
2740,63181,2
2784,49841,2
2815,26431,2
2816,37113,2
2827,39202,2
2830,49644,2
2832,32664,2
2833,34421,2
2846,5166,2
2855,22231,2
2857,55718,2
2873,45856,2
2953,10997,2
2956,24530,2
2977,35007,2
3016,1500,2
3017,27738,2
3017,39149,2
3024,20231,2
3063,10700,2
3075,33210,2
3095,45559,2
3097,41250,2
3125,3704,2
3142,24337,2
3142,35227,2
3181,36299,2
3190,44448,2
3196,61551,2
3207,34685,2
3241,56712,2
3253,55723,2
3260,17802,2
3277,26891,2
3288,35681,2
3299,18838,2
3323,30844,2
3323,50995,2
3330,20855,2
3332,44504,2
3342,47998,2
3381,53580,2
3396,3941,2
3471,52775,2
3472,6440,2
3555,31083,2
3582,21664,2
3595,62093,2
3626,57357,2
3640,42074,2
3661,50189,2
3686,49167,2
3706,21969,2
3731,45650,2
3736,54755,2
3780,9291,2
3787,54207,2
3801,21771,2
3801,50142,2
3967,35273,2
3994,18894,2
3996,41807,2
4042,948,2
4043,21738,2
4068,9281,2
4097,2763,2
4099,10022,2
4103,22756,2
4122,5437,2
4158,10670,2
4193,58441,2
4219,56885,2
4221,50315,2
4241,37928,2
4245,39399,2
4261,37913,2
4276,8925,2
4276,25848,2
4290,32174,2
4292,24887,2
4305,40222,2
4393,5470,2
4420,9536,2
4427,31478,2
4446,3840,2
4468,51492,2
4486,1287,2
4486,50341,2
4491,32603,2
4496,7072,2
4507,62141,2
4532,49008,2
4538,39137,2
4576,18122,2
4603,1044,2
4651,40224,2
4686,17638,2
4775,7231,2
4859,27612,2
4865,54822,2
4916,15437,2
4924,26493,2
4926,18057,2
4966,17245,2
5029,18864,2
5089,47381,2
5140,16581,2
5176,30980,2
5217,42461,2
5230,45664,2
5240,50755,2
5282,21737,2
5298,59207,2
5333,33199,2
5338,34810,2
5360,45235,2
5390,49462,2
5401,44978,2
5429,21493,2
5440,52790,2
5445,58824,2
5480,14002,2
5500,39058,2
5503,30552,2
5569,11628,2
5585,41384,2
5586,5750,2
5592,59073,2
5635,23115,2
5691,20038,2
5709,42770,2
5710,61235,2
5733,12992,2
5739,59911,2
5753,20450,2
5775,2317,2
5775,19211,2
5802,57915,2
5814,54957,2
5816,62952,2
5819,57335,2
5933,34233,2
6071,16002,2
6081,39720,2
6165,4434,2
6178,18151,2
6190,16925,2
6193,8871,2
6265,22350,2
6275,41554,2
6276,36721,2
6281,23787,2
6283,7041,2
6283,44200,2
6307,51461,2
6319,16101,2
6329,38500,2
6335,34848,2
6346,9220,2
6366,46767,2
6374,20424,2
6388,26075,2
6402,32327,2
6428,17764,2
6472,14866,2
6524,25570,2
6538,27718,2
6543,42721,2
6574,58630,2
6581,32050,2
6625,26917,2
6642,29770,2
6666,17623,2
6672,22029,2
6682,63085,2
6722,46518,2
6736,20102,2
6749,12003,2
6775,19078,2
6790,13534,2
6790,41829,2
6865,59529,2
6946,16346,2
6952,26840,2
6991,45008,2
7000,28532,2
7011,31284,2
7016,51967,2
7032,51366,2
7035,7500,2
7072,38561,2
7077,53722,2
7088,7464,2
7089,56797,2
7132,57734,2
7144,62095,2
7148,37157,2
7151,61886,2
7153,29161,2
7167,9116,2
7176,24809,2
7189,17786,2
7213,58134,2
7215,16580,2
7247,37068,2
7250,30501,2
7265,9135,2
7299,50157,2
7348,39262,2
7367,28488,2
7447,33205,2
7505,45456,2
7528,47728,2
7532,36874,2
7534,7161,2
7541,5978,2
7545,58996,2
7555,35519,2
7562,33548,2
7600,59582,2
7618,63209,2
7630,58022,2
7631,35157,2
7652,10126,2
7652,14034,2
7670,21753,2
7782,37836,2
7788,54033,2
7789,31313,2
7859,37493,2
7881,24415,2
7881,36567,2
7918,6276,2
7924,56500,2
7933,18231,2
7949,57559,2
7967,19995,2
7968,45865,2
7970,55080,2
7979,37241,2
7985,41241,2
7986,19418,2
8001,2175,2
8012,1520,2
8012,23248,2
8029,22157,2
8038,52488,2
8051,57327,2
8137,57108,2
8150,28116,2
8163,43956,2
8182,17506,2
8183,26530,2
8196,2750,2
8234,55015,2
8237,17894,2
8276,51798,2
8277,2609,2
8298,59815,2
8313,318,2
8325,41107,2
8362,35424,2
8380,16672,2
8396,61025,2
8404,61988,2
8415,23657,2
8436,60394,2
8491,55832,2
8501,485,2
8533,21824,2
8550,8672,2
8588,27360,2
8593,4826,2
8600,43862,2
8601,58513,2
8632,12957,2
8643,62849,2
8678,7469,2
8714,30871,2
8755,44537,2
8755,55337,2
8756,28758,2
8798,51126,2
8841,1692,2
8906,51014,2
8939,45751,2
8982,62700,2
9000,36392,2
9048,61723,2
9055,15905,2
9061,7105,2
9078,38227,2
9083,21840,2
9097,5145,2
9128,20782,2
9134,43277,2
9164,51082,2
9166,53878,2
9169,11875,2
9174,22385,2
9287,26065,2
9336,61082,2
9341,19209,2
9383,9040,2
9386,21656,2
9411,30258,2
9430,12628,2
9453,36831,2
9456,12894,2
9465,21693,2
9466,23285,2
9468,25469,2
9471,6458,2
9480,42076,2
9487,42842,2
9555,37013,2
9591,16994,2
9606,22926,2
9637,21918,2
9642,4653,2
9651,37608,2
9651,61123,2
9656,8810,2
9656,18275,2
9670,47847,2
9693,30035,2
9712,44875,2
9751,10791,2
9752,31724,2
9767,30999,2
9782,39143,2
9809,17023,2
9821,37397,2
9823,54448,2
9828,41330,2
9839,21677,2
9844,27897,2
9847,32415,2
9858,4505,2
9858,17789,2
9880,60685,2
9896,19919,2
9932,8988,2
9957,6535,2
9970,2791,2
10018,48401,2
10066,49110,2
10095,52169,2
10120,61895,2
10154,2915,2
10177,59985,2
10207,51765,2
10219,43655,2
10331,35022,2
10348,32330,2
10358,11548,2
10387,12045,2
10409,28896,2
10412,2345,2
10423,15583,2
10434,45423,2
10447,37082,2
10474,33098,2
10483,6829,2
10483,27952,2
10504,16080,2
10540,3512,2
10548,48057,2
10550,55873,2
10556,58537,2
10654,12480,2
10685,58147,2
10745,50634,2
10758,33184,2
10792,54164,2
10806,31339,2
10815,32081,2
10830,17630,2
10860,26505,2
10860,40592,2
10910,48809,2
10976,47725,2
10982,39932,2
11036,11139,2
11051,1301,2
11071,41962,2
11076,57862,2
11078,26886,2
11083,30306,2
11120,10510,2
11148,51605,2
11219,1384,2
11227,59427,2
11248,50975,2
11320,13235,2
11322,284,2
11362,28276,2
11374,292,2
11396,30793,2
11414,33420,2
11432,36297,2
11440,35039,2
11481,24621,2
11495,22128,2
11498,20318,2
11499,35369,2
11503,56142,2
11508,34194,2
11546,30858,2
11560,52204,2
11561,42938,2
11564,62293,2
11566,7245,2
11581,14915,2
11637,33228,2
11646,36305,2
11683,2627,2
11683,41141,2
11708,35261,2
11728,44315,2
11729,2148,2
11730,33831,2
11742,35554,2
11767,30309,2
11783,19041,2
11790,2557,2
11853,28263,2
11864,33343,2
11868,57498,2
11898,28865,2
11900,21379,2
11903,40735,2
11912,38567,2
11934,11093,2
11939,35576,2
11995,31580,2
11998,1566,2
12041,33951,2
12048,10954,2
12048,15710,2
12048,51302,2
12069,14910,2
12092,24735,2
12101,57369,2
12121,47511,2
12140,43230,2
12153,57088,2
12200,19777,2
12211,16255,2
12225,63167,2
12235,38717,2
12238,18811,2
12247,55161,2
12255,22674,2
12272,15607,2
12279,4143,2
12316,47681,2
12356,17436,2
12388,53652,2
12411,51622,2
12414,60130,2
12421,10468,2
12432,39321,2
12433,40495,2
12444,28166,2
12465,20417,2
12465,58016,2
12527,17290,2
12569,13834,2
12618,44652,2
12634,58925,2
12642,42573,2
12731,48174,2
12735,46746,2
12768,54730,2
12794,56073,2
12807,52870,2
12814,14492,2
12822,40185,2
12823,35643,2
12823,62810,2
12869,20,2
12901,4249,2
12909,11135,2
12919,2101,2
12937,15092,2
12987,38801,2
13007,6826,2
13014,17599,2
13025,8656,2
13035,57144,2
13041,38410,2
13108,7422,2
13132,39664,2
13174,61841,2
13178,54302,2
13179,47915,2
13277,33529,2
13300,62217,2
13307,33727,2
13310,40487,2
13336,16646,2
13336,49652,2
13341,30897,2
13364,53415,2
13426,50388,2
13431,56422,2
13448,28119,2
13468,24003,2
13478,24776,2
13545,41840,2
13615,7848,2
13682,12664,2
13682,52225,2
13692,13382,2
13697,38749,2
13699,57774,2
13737,32773,2
13815,33088,2
13816,20379,2
13837,26974,2
13846,18434,2
13900,4459,2
13902,2316,2
13902,21804,2
13927,40171,2
13932,17411,2
13944,21913,2
13947,40755,2
13949,35667,2
13967,7555,2
13985,52902,2
14049,50250,2
14080,19641,2
14084,22400,2
14088,27004,2
14105,46263,2
14115,2785,2
14125,55783,2
14133,22957,2
14133,31178,2
14133,60654,2
14154,58231,2
14183,7721,2
14193,4275,2
14196,43747,2
14221,15210,2
14244,54434,2
14279,39288,2
14284,4191,2
14306,38829,2
14312,54383,2
14322,58289,2
14323,62070,2
14344,15095,2
14365,59010,2
14435,3655,2
14471,60859,2
14489,53341,2
14527,33826,2
14565,3571,2
14565,59018,2
14643,39634,2
14703,24849,2
14765,40975,2
14786,39586,2
14790,49961,2
14830,15885,2
14860,17469,2
14902,35204,2
14902,51969,2
14967,61488,2
14970,26594,2
14971,63014,2
14973,54097,2
15020,26015,2
15023,33550,2
15042,34967,2
15058,54024,2
15067,13507,2
15116,33721,2
15124,17181,2
15172,32030,2
15215,41333,2
15242,1167,2
15242,41754,2
15268,20461,2
15277,8570,2
15359,37555,2
15379,38639,2
15389,54839,2
15449,23455,2
15452,27565,2
15475,34596,2
15523,38367,2
15569,42123,2
15589,31150,2
15605,48569,2
15631,6905,2
15646,9767,2
15654,29474,2
15674,14410,2
15692,50534,2
15717,1664,2
15717,42565,2
15718,47666,2
15740,6975,2
15807,50879,2
15834,23927,2
15847,29991,2
15848,53901,2
15886,11386,2
15911,3980,2
15915,17760,2
15924,39055,2
15929,24560,2
15938,39291,2
15958,59798,2
15963,26511,2
16030,59790,2
16051,41860,2
16062,60006,2
16070,7988,2
16084,29300,2
16120,43221,2
16162,45582,2
16166,17997,2
16166,32359,2
16176,26954,2
16206,10534,2
16235,39673,2
16249,48416,2
16261,55255,2
16335,11822,2
16345,19473,2
16348,54064,2
16378,27741,2
16381,46342,2
16387,44776,2
16422,28587,2
16422,59604,2
16425,14401,2
16451,41231,2
16460,46580,2
16470,14103,2
16486,14177,2
16548,18834,2
16553,30769,2
16554,47128,2
16626,40215,2
16656,35488,2
16710,6664,2
16818,42397,2
16823,3561,2
16866,27354,2
16870,57765,2
16880,22133,2
16905,55309,2
16911,8040,2
16916,62958,2
16985,1127,2
17017,8747,2
17017,33893,2
17031,15249,2
17050,57871,2
17068,3159,2
17088,21989,2
17102,57896,2
17122,57271,2
17148,51341,2
17159,59469,2
17212,21280,2
17217,13790,2
17242,59244,2
17259,63120,2
17266,50947,2
17273,49374,2
17302,44667,2
17309,63088,2
17350,33667,2
17364,27306,2
17391,28873,2
17419,25180,2
17427,26742,2
17437,31998,2
17463,4992,2
17524,56681,2
17552,21598,2
17577,20997,2
17601,42345,2
17610,52496,2
17617,11173,2
17639,62121,2
17660,16682,2
17726,48704,2
17730,208,2
17737,10320,2
17764,51728,2
17770,40250,2
17775,12845,2
17821,4042,2
17827,3720,2
17855,22877,2
17883,49104,2
17902,2309,2
17933,63261,2
17942,36680,2
17949,36479,2
17979,8435,2
18005,3183,2
18089,4615,2
18105,31561,2
18115,11791,2
18144,26871,2
18162,55427,2
18230,27541,2
18264,38900,2
18270,40257,2
18282,22576,2
18301,10580,2
18321,9808,2
18346,53506,2
18359,58236,2
18373,39536,2
18428,39171,2
18429,38309,2
18461,59942,2
18498,15891,2
18572,48272,2
18595,59075,2
18652,17982,2
18772,32315,2
18778,16523,2
18828,6893,2
18831,9868,2
18875,46323,2
18886,54131,2
18911,17305,2
18970,62368,2
19023,29311,2
19024,55022,2
19028,29698,2
19074,54021,2
19087,23769,2
19091,19957,2
19094,33684,2
19129,12774,2
19235,46535,2
19239,55415,2
19241,13731,2
19245,24251,2
19250,47034,2
19282,48411,2
19371,27802,2
19371,58225,2
19392,37949,2
19395,59290,2
19405,19126,2
19444,26349,2
19466,52387,2
19475,40551,2
19528,41100,2
19615,11555,2
19621,31249,2
19621,51010,2
19632,53907,2
19639,39254,2
19650,9008,2
19661,42480,2
19683,47771,2
19689,20216,2
19691,37446,2
19698,50665,2
19786,17494,2
19803,17487,2
19835,36280,2
19836,28835,2
19845,57167,2
19930,58833,2
19931,14200,2
19944,36965,2
19951,30731,2
19974,30734,2
19984,15471,2
19984,22675,2
20065,46629,2
20073,24015,2
20096,16653,2
20147,14295,2
20177,63296,2
20231,18677,2
20237,29035,2
20265,61855,2
20275,18917,2
20278,47561,2
20323,10518,2
20331,1700,2
20362,6324,2
20402,45988,2
20413,27946,2
20419,26151,2
20442,31026,2
20479,34293,2
20504,20982,2
20521,57510,2
20555,32993,2
20582,40783,2
20591,53679,2
20594,23834,2
20594,36888,2
20594,52356,2
20612,51985,2
20622,24351,2
20631,34336,2
20633,41849,2
20643,38249,2
20644,6001,2
20683,15421,2
20722,6719,2
20730,41931,2
20795,23400,2
20806,386,2
20855,12562,2
20877,21955,2
20877,41293,2
20880,61651,2
20956,35901,2
20959,38864,2
20978,5315,2
20979,48375,2
20994,51902,2
21035,48171,2
21049,51256,2
21070,5316,2
21074,38923,2
21095,1596,2
21143,55195,2
21161,42055,2
21193,48114,2
21196,46619,2
21197,1433,2
21264,43012,2
21280,39948,2
21284,39320,2
21333,21569,2
21495,31984,2
21520,15141,2
21524,37222,2
21548,49387,2
21612,16735,2
21624,102,2
21628,52156,2
21640,20637,2
21646,53624,2
21658,29165,2
21685,41181,2
21721,54514,2
21740,62398,2
21750,36999,2
21760,43566,2
21768,20057,2
21770,6544,2
21812,2939,2
21852,17871,2
21897,584,2
21900,15912,2
21918,2631,2
21931,47349,2
21957,54140,2
21961,17887,2
21971,39993,2
22040,53524,2
22057,11463,2
22113,30148,2
22117,24097,2
22133,44235,2
22145,38815,2
22164,54843,2
22166,41492,2
22175,11333,2
22181,8716,2
22211,3604,2
22243,22571,2
22286,48692,2
22330,2565,2
22354,22511,2
22355,14377,2
22423,57750,2
22426,17094,2
22445,53703,2
22464,20064,2
22509,23763,2
22533,23311,2
22565,49948,2
22579,48769,2
22600,60426,2
22630,53916,2
22730,11806,2
22747,11078,2
22754,24662,2
22799,62111,2
22803,8714,2
22803,12515,2
22803,61946,2
22853,61106,2
22869,56044,2
22927,26636,2
22942,4855,2
22978,18806,2
23021,14853,2
23037,40444,2
23052,50911,2
23073,1611,2
23074,39593,2
23125,16090,2
23136,16516,2
23141,11289,2
23141,45553,2
23147,61572,2
23194,55273,2
23219,40233,2
23229,41775,2
23232,31221,2
23244,38499,2
23276,39753,2
23291,13606,2
23326,9732,2
23338,16627,2
23351,47703,2
23420,33840,2
23486,14688,2
23493,37453,2
23502,1998,2
23536,36807,2
23575,31270,2
23576,56975,2
23589,877,2
23592,53578,2
23608,17070,2
23608,44621,2
23620,60677,2
23636,8183,2
23646,48443,2
23734,11692,2
23892,4775,2
23900,56639,2
23907,4616,2
23917,6103,2
23944,5365,2
23968,3226,2
23980,15039,2
24019,38557,2
24040,5151,2
24050,58212,2
24066,36670,2
24074,32369,2
24092,22082,2
24100,16557,2
24103,15972,2
24217,63289,2
24234,19859,2
24264,23194,2
24322,36790,2
24322,40068,2
24325,61818,2
24329,203,2
24373,49380,2
24384,61579,2
24408,14148,2
24417,19851,2
24448,44628,2
24454,1951,2
24463,37026,2
24463,53132,2
24526,6715,2
24556,31062,2
24573,42358,2
24600,31525,2
24623,47397,2
24637,46738,2
24655,61974,2
24679,3143,2
24679,59237,2
24691,14712,2
24693,22542,2
24712,16685,2
24715,2544,2
24743,26643,2
24761,27949,2
24797,21935,2
24842,16340,2
24843,19561,2
24892,46293,2
24899,12715,2
24901,40690,2
24914,18749,2
24916,19835,2
24943,25890,2
24959,62087,2
25024,61283,2
25025,3869,2
25030,4939,2
25046,49507,2
25086,59347,2
25087,52410,2
25093,47788,2
25141,38593,2
25158,42975,2
25173,28126,2
25177,47729,2
25188,7901,2
25221,49859,2
25261,1732,2
25288,44091,2
25302,61990,2
25313,393,2
25322,10572,2
25360,15890,2
25395,15128,2
25419,23798,2
25455,35176,2
25468,13255,2
25503,9111,2
25503,49778,2
25543,44025,2
25545,30562,2
25552,22349,2
25571,60554,2
25646,39543,2
25648,49964,2
25686,27215,2
25696,54445,2
25702,59757,2
25703,54463,2
25710,58796,2
25764,27857,2
25838,53393,2
25843,56415,2
25857,46605,2
25858,60045,2
25864,32338,2
25910,36017,2
25929,52216,2
25939,50434,2
25966,8276,2
26005,17727,2
26008,1337,2
26070,30085,2
26073,16355,2
26093,36,2
26107,44846,2
26127,13163,2
26131,61177,2
26139,38034,2
26158,12314,2
26173,25980,2
26225,51290,2
26227,16308,2
26228,58755,2
26229,34511,2
26253,62663,2
26274,44009,2
26302,2238,2
26302,41284,2
26313,62461,2
26378,62989,2
26433,48498,2
26478,21142,2
26521,36346,2
26535,6642,2
26570,33723,2
26594,3218,2
26622,62420,2
26632,47162,2
26633,16471,2
26662,59553,2
26710,53028,2
26764,32291,2
26804,61084,2
26808,41735,2
26820,30563,2
26829,61497,2
26838,7806,2
26866,26751,2
26914,32557,2
26929,10934,2
26934,34518,2
26935,40955,2
26950,22914,2
27001,38360,2
27052,40370,2
27110,32505,2
27111,47392,2
27146,41730,2
27167,51094,2
27172,57526,2
27204,53479,2
27218,14101,2
27253,31044,2
27254,31370,2
27285,2465,2
27340,10211,2
27374,52306,2
27376,22976,2
27376,62658,2
27386,20725,2
27389,54674,2
27406,43457,2
27408,40636,2
27414,972,2
27440,35178,2
27457,4491,2
27480,2963,2
27483,17028,2
27515,55462,2
27527,14029,2
27555,30127,2
27558,21621,2
27630,57762,2
27642,55173,2
27667,12074,2
27738,18578,2
27747,24378,2
27785,8209,2
27790,1277,2
27820,62604,2
27827,15719,2
27888,16590,2
27895,33483,2
27916,47982,2
27919,56053,2
27921,34664,2
28010,61417,2
28064,37922,2
28074,60898,2
28119,6935,2
28139,53969,2
28146,62171,2
28255,14337,2
28272,31951,2
28278,15830,2
28288,42138,2
28306,19627,2
28323,51201,2
28332,39839,2
28402,61851,2
28429,1709,2
28445,34502,2
28497,42999,2
28515,30846,2
28562,59030,2
28567,35058,2
28579,61832,2
28662,43225,2
28664,25930,2
28692,54038,2
28707,9748,2
28708,15459,2
28722,33351,2
28753,42655,2
28757,59981,2
28775,22464,2
28778,59807,2
28799,30310,2
28811,4574,2
28812,9489,2
28812,19573,2
28854,46301,2
28919,42946,2
28948,50664,2
29007,24567,2
29039,3149,2
29126,30939,2
29129,45771,2
29185,13258,2
29246,55679,2
29268,40847,2
29285,53681,2
29308,51172,2
29332,23625,2
29364,42263,2
29364,47534,2
29406,26877,2
29426,18836,2
29428,47143,2
29461,21067,2
29462,55550,2
29542,36265,2
29665,5308,2
29692,48380,2
29736,59882,2
29791,33024,2
29826,16978,2
29830,39961,2
29836,20741,2
29884,55738,2
29895,12237,2
29930,24307,2
29935,2486,2
29958,61641,2
29973,9253,2
29982,12787,2
30014,17621,2
30079,44682,2
30083,7054,2
30103,4759,2
30112,50618,2
30127,35652,2
30252,43480,2
30264,15387,2
30274,23283,2
30277,9531,2
30286,58546,2
30311,62329,2
30359,33370,2
30362,34867,2
30371,16989,2
30433,23531,2
30501,9520,2
30511,23007,2
30511,54644,2
30517,39986,2
30543,856,2
30551,12217,2
30577,12392,2
30581,26312,2
30610,31627,2
30648,13732,2
30697,12586,2
30709,61098,2
30744,27662,2
30771,39324,2
30774,34688,2
30822,58688,2
30851,16171,2
30865,13784,2
30885,7246,2
30895,37346,2
30963,14219,2
30973,42376,2
31036,48406,2
31072,48471,2
31077,14214,2
31095,47943,2
31130,34652,2
31134,26345,2
31137,34545,2
31153,35292,2
31197,25697,2
31224,44908,2
31237,49464,2
31245,1084,2
31315,47249,2
31352,46191,2
31361,24884,2
31377,49834,2
31387,37107,2
31393,51555,2
31487,29027,2
31520,20954,2
31528,11295,2
31537,6444,2
31576,60850,2
31615,8395,2
31631,59720,2
31665,6221,2
31700,49704,2
31706,36128,2
31709,59124,2
31742,7801,2
31750,32847,2
31794,34062,2
31795,44350,2
31844,5,2
31852,2228,2
31863,14787,2
31865,39394,2
31879,33824,2
31931,25297,2
31931,47890,2
31940,62991,2
31958,24797,2
31982,5972,2
32051,12152,2
32066,56799,2
32092,30597,2
32158,29381,2
32169,34742,2
32190,63184,2
32215,19070,2
32233,49065,2
32297,2115,2
32358,27847,2
32404,55376,2
32452,29063,2
32456,35985,2
32484,14583,2
32494,37722,2
32517,43349,2
32540,17296,2
32549,27941,2
32564,43609,2
32575,15940,2
32611,37814,2
32673,56277,2
32707,60207,2
32708,47533,2
32716,27478,2
32731,21514,2
32741,28572,2
32749,15526,2
32756,32043,2
32808,63148,2
32822,52360,2
32825,7406,2
32841,58053,2
32853,24383,2
32860,46170,2
32872,24772,2
32883,7021,2
32890,15968,2
32904,12306,2
32937,33993,2
32968,32399,2
32999,21227,2
33011,2147,2
33013,17639,2
33022,15979,2
33082,59836,2
33084,50313,2
33106,22689,2
33127,42864,2
33153,49529,2
33162,51269,2
33171,3056,2
33212,32273,2
33245,58437,2
33278,19874,2
33299,45504,2
33306,5103,2
33312,26789,2
33315,37098,2
33316,61740,2
33358,24558,2
33396,5711,2
33396,29307,2
33441,54657,2
33445,5693,2
33481,10915,2
33505,28190,2
33525,23906,2
33525,48219,2
33528,28028,2
33529,8582,2
33535,6194,2
33543,2491,2
33562,35712,2
33583,19296,2
33587,60335,2
33593,26373,2
33595,42456,2
33596,57276,2
33642,60543,2
33655,54094,2
33683,45357,2
33709,12904,2
33711,54192,2
33726,43985,2
33740,11412,2
33755,34038,2
33814,21317,2
33818,32850,2
33851,43099,2
33886,55563,2
33904,40638,2
33940,33275,2
33975,586,2
33975,2624,2
33983,8505,2
34000,57273,2
34013,899,2
34026,55280,2
34050,45354,2
34122,45460,2
34142,42773,2
34165,4538,2
34208,41942,2
34252,55695,2
34259,62373,2
34324,31813,2
34396,8006,2
34428,8765,2
34456,38119,2
34460,19363,2
34476,1208,2
34479,43032,2
34483,31095,2
34504,53777,2
34513,37120,2
34538,53568,2
34550,13275,2
34570,9558,2
34617,7168,2
34624,14600,2
34639,10251,2
34658,14543,2
34674,62460,2
34679,25965,2
34718,52035,2
34769,2054,2
34781,8254,2
34800,16396,2
34813,62518,2
34889,39926,2
34909,49814,2
34919,17365,2
34982,21248,2
35036,42780,2
35038,50413,2
35137,58349,2
35141,9424,2
35169,18911,2
35202,13372,2
35214,50514,2
35280,58716,2
35290,53180,2
35331,60107,2
35346,21422,2
35438,25361,2
35440,29633,2
35463,34686,2
35519,28063,2
35532,51662,2
35536,562,2
35540,3356,2
35547,28442,2
35570,30879,2
35648,11282,2
35664,6056,2
35666,22229,2
35731,48177,2
35741,554,2
35815,47966,2
35843,13482,2
35867,560,2
35867,4412,2
35874,37311,2
35877,17263,2
35898,37679,2
35983,35236,2
35986,26613,2
35990,26461,2
36008,51641,2
36052,22165,2
36064,6946,2
36079,34207,2
36105,27597,2
36217,12397,2
36220,8509,2
36254,28226,2
36304,40786,2
36320,41234,2
36386,54614,2
36388,21438,2
36432,3876,2
36499,4192,2
36499,9402,2
36512,24685,2
36522,29842,2
36558,26421,2
36559,35219,2
36563,51209,2
36577,39643,2
36600,3081,2
36613,52527,2
36634,38725,2
36687,6733,2
36713,22456,2
36734,37564,2
36754,21155,2
36755,38993,2
36759,1960,2
36759,56980,2
36788,8931,2
36911,43838,2
36933,10010,2
36935,25348,2
36962,60390,2
36963,8616,2
36980,11443,2
36981,34493,2
37127,5272,2
37134,54399,2
37143,39600,2
37153,45412,2
37177,38941,2
37186,17415,2
37190,45829,2
37192,24927,2
37198,13556,2
37228,12541,2
37231,44098,2
37317,29440,2
37317,57380,2
37333,38136,2
37352,43871,2
37365,49598,2
37391,16697,2
37392,18977,2
37400,15647,2
68701,28701,2
71495,31495,2
82993,42993,2
25,13682,1
32,28640,1
43,18089,1
56,44480,1
73,51482,1
144,8879,1
146,13982,1
146,28101,1
150,16830,1
169,17329,1
171,32102,1
193,21091,1
215,59388,1
221,16122,1
226,56250,1
247,36028,1
256,7884,1
264,16559,1
268,47798,1
274,62586,1
281,59064,1
297,35454,1
298,43874,1
299,59982,1
331,50034,1
